inn,класс,год_дела,стадия,вес,okved,окопф,выручка,автономия,ликвидность,падение_выручки,ча_отрицательные_2года,убыток_2года,флаги
1831183997,выжил,,,9.81767,49.41,12300,71038,0.306029,1.28358,-0.313864,False,False,
1832021131,выжил,,,9.81767,52.21.24,20101,,,1,,,False,
1832039918,выжил,,,9.81767,25.50,12300,28233,-0.00309333,,-0.444143,False,False,коэффициент_автономии
1832051030,выжил,,,9.81767,46.90,12300,24773,0.146611,,-0.379036,False,False,
1832077430,выжил,,,9.81767,46.46,12300,5442,0.686018,3.1849,-4.04824,False,False,
1832119994,выжил,,,9.81767,25.50,12300,,1,,,False,,
1832130250,выжил,,,9.81767,20.30,12300,4629,-0.0132095,,-0.254472,True,False,коэффициент_автономии;ча_отрицательные_2года
1832999001,выжил,,,9.81767,85.23,75500,6404,,7.74143,0.0622346,,False,
1834031696,выжил,,,9.81767,47.41,12300,,-31.9605,,,True,,коэффициент_автономии;ча_отрицательные_2года
1835035975,выжил,,,9.81767,46.73.4,12300,597,-0.740297,0.366712,0.142241,True,True,коэффициент_автономии;текущая_ликвидность;убыток_2года;ча_отрицательные_2года
1838018625,выжил,,,9.81767,45.32,12300,8885,0.0820973,43.9174,-0.111042,False,False,коэффициент_автономии
1838019210,выжил,,,9.81767,72.19,12300,0,-0.633523,,,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
1838022614,выжил,,,9.81767,47.65,12300,,1,,,False,,
1839002120,выжил,,,9.81767,86.23,12300,39557,0.608841,2.29779,-0.145318,False,False,
1839011647,выжил,,,9.81767,47.11,12300,107919,0.457886,,,False,False,
1840039527,выжил,,,9.81767,77.39,12300,366,-0.399625,,-0.0517241,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
1840053440,выжил,,,9.81767,78.30,12300,5926,0.263697,1.35814,-0.350809,False,False,
1840058135,выжил,,,9.81767,52.29,12300,28,0.618182,2.61905,0.869159,False,True,падение_выручки;убыток_2года
1840068817,выжил,,,9.81767,46.90,12300,19628,0.130732,,-0.123719,False,False,
1840074296,выжил,,,9.81767,46.19,12300,1829,0.0229068,1.02344,,False,False,коэффициент_автономии
1840082160,выжил,,,9.81767,47.59,12300,,0.0848344,,,False,,коэффициент_автономии
1840086100,выжил,,,9.81767,49.41,12300,0,,0,,True,False,текущая_ликвидность;ча_отрицательные_2года
1840089581,выжил,,,9.81767,25.11,12300,107468,0.00406484,0.978809,-1.47828,False,False,коэффициент_автономии;текущая_ликвидность
1841081225,выжил,,,9.81767,,12267,26358,0.0107456,0.97981,0.159395,False,False,коэффициент_автономии;текущая_ликвидность
1901129410,выжил,,,9.81767,68.20.2,12300,3592,-0.204272,0.213721,-1.52247,True,True,коэффициент_автономии;текущая_ликвидность;убыток_2года;ча_отрицательные_2года
1902026440,выжил,,,9.81767,68.32.1,12300,14993,-0.0243015,,-0.171786,True,False,коэффициент_автономии;ча_отрицательные_2года
1905012124,выжил,,,9.81767,41.20,20107,,,,,False,,
2005000093,выжил,,,9.81767,08.12,12300,0,1,,1,False,False,падение_выручки
2006001886,выжил,,,9.81767,01.25.1,12300,16146,-0.0168908,0.067846,0.602775,False,False,коэффициент_автономии;падение_выручки;текущая_ликвидность
2010008186,выжил,,,9.81767,42.21,12300,,,,,,,
2015003745,выжил,,,9.81767,41.20,12300,0,,,,False,False,
2016004212,выжил,,,9.81767,90.01,12300,,1,,,,,
2108002470,выжил,,,9.81767,,12300,55241,0.929434,11.3716,-0.0495108,False,False,
2112004776,банкрот,2023,Tender,1,41.20,12300,30159,0.00687918,,-56.1193,False,False,коэффициент_автономии
2119901503,выжил,,,9.81767,71.11.1,12300,1320,0.205263,1.25828,-0.723238,False,False,
2123013236,выжил,,,9.81767,25.12,12300,3059,1,,0.0633803,False,False,
2127316104,выжил,,,9.81767,47.9,12300,726,0.125,,-1.18675,,False,
2127318327,выжил,,,9.81767,96.02,12300,236,-1.12899,,-0.00854701,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
2127325846,выжил,,,9.81767,79.12,12300,3546,0.10829,0.0955356,-1.07611,False,True,текущая_ликвидность;убыток_2года
2128005800,выжил,,,9.81767,,12267,239147,0.816191,5.13486,-0.245849,False,False,
2128056963,выжил,,,9.81767,61.10,12300,33735,0.635707,2.31688,-0.0830551,False,False,
2129003227,выжил,,,9.81767,46.75.1,12267,,0.855377,5.61019,,False,True,убыток_2года
2130020940,выжил,,,9.81767,25.62,12300,,0.0107875,1.01091,,False,,коэффициент_автономии
2130043922,выжил,,,9.81767,43.2,12300,15968,0.00272183,1.00273,0.0465158,False,False,коэффициент_автономии
2130079365,выжил,,,9.81767,46.49,12300,26325,0.262287,1.35565,-0.35878,False,False,
2130114588,выжил,,,9.81767,45.20,12300,313,1,,,False,,
2130131030,выжил,,,9.81767,46.63,12300,6238,0.20229,,-0.0854359,False,False,
2130161757,выжил,,,9.81767,,12300,7397,-0.810852,,-0.0776515,True,False,коэффициент_автономии;ча_отрицательные_2года
2130164966,выжил,,,9.81767,41.20,12300,0,0.195997,,1,False,False,падение_выручки
2130174731,выжил,,,9.81767,46.43.1,12300,0,0.260304,1.39275,1,False,False,падение_выручки
2130185170,выжил,,,9.81767,46.75,12300,,0.130952,1.15068,,False,,
2130201336,выжил,,,9.81767,94.99,20200,,,,,,,
2130213691,выжил,,,9.81767,86.23,12300,5245,-0.0895372,,,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
2130216533,выжил,,,9.81767,47.59.1,12300,452,0.0151976,1.01543,-1.69048,False,,коэффициент_автономии
2130228377,выжил,,,9.81767,33.12,19000,,-0.285186,0.778097,,False,,коэффициент_автономии;текущая_ликвидность
2130996072,выжил,,,9.81767,94.99,71500,,,,,,,
2204018592,выжил,,,9.81767,10.82,12300,2948,,,0.523979,,False,падение_выручки
2204039088,выжил,,,9.81767,46.90,12300,15192,0.4565,,-4.51234,False,False,
2204052057,выжил,,,9.81767,94.99,20200,,,,,,,
2204077870,выжил,,,9.81767,,12300,9024,0.370783,1.04093,0.366515,False,False,
2209008541,выжил,,,9.81767,47.73,12300,114420,-0.478548,0.604781,-0.0402953,True,False,коэффициент_автономии;текущая_ликвидность;ча_отрицательные_2года
2209041877,выжил,,,9.81767,,12300,0,0.25,0,1,False,False,падение_выручки;текущая_ликвидность
2221066130,выжил,,,9.81767,,12300,20369,0.526864,,-0.381699,False,False,
2221243929,выжил,,,9.81767,46.74.2,12300,9277,0.679163,,0.276365,False,False,
2221247401,выжил,,,9.81767,46.46,12300,163509,0.065094,,-57.292,False,False,коэффициент_автономии
2222040054,выжил,,,9.81767,56.10,12300,,0.979078,,,False,True,убыток_2года
2222791124,выжил,,,9.81767,85.12,12300,0,,,1,False,False,падение_выручки
2222821192,выжил,,,9.81767,16.10,12165,,-0.00676054,,,True,,коэффициент_автономии;ча_отрицательные_2года
2222823560,выжил,,,9.81767,96.04,12300,891,0.872255,,-0.0826245,False,False,
2222833134,банкрот,2023,Tender,1,20.42,12300,28140,0.147541,1.17308,0.492836,False,False,
2222845299,выжил,,,9.81767,,12300,29633,0.166188,,-0.572293,False,False,
2222846038,выжил,,,9.81767,,12100,85356,0.806361,,0.123214,False,False,
2222853910,выжил,,,9.81767,,12300,193003,0.515596,2.00439,0.0889725,False,False,
2222864358,выжил,,,9.81767,46.61,12300,122,0.0407035,,0.998411,False,False,коэффициент_автономии;падение_выручки
2222881071,выжил,,,9.81767,43.39,12300,0,1,,1,False,False,падение_выручки
2222886383,выжил,,,9.81767,46.73.3,12300,0,0.015266,1.0155,1,False,False,коэффициент_автономии;падение_выручки
2222894232,выжил,,,9.81767,68.32.1,12300,,,,,,,
2223572326,выжил,,,9.81767,68.20.2,12300,3132,0.584507,1.61882,-0.0162232,False,False,
2223595605,выжил,,,9.81767,95.11,12300,0,1,,,False,,
2223597909,выжил,,,9.81767,68.20.2,12165,1396,0.0264505,,-0.00215363,False,False,коэффициент_автономии
2223621647,выжил,,,9.81767,,12300,83143,0.111453,,-0.505886,False,False,
2223636724,выжил,,,9.81767,62.01,12300,,-1,,,,False,коэффициент_автономии
2224098620,выжил,,,9.81767,94.99,29000,0,,,,,False,
2224202663,выжил,,,9.81767,46.21,12300,551363,0.000135222,,-0.0713442,False,False,коэффициент_автономии
2224208070,выжил,,,9.81767,28.29,12300,,,,,,,
2225089185,выжил,,,9.81767,72.19,75500,306,0.862887,,0.609195,False,False,падение_выручки
2225094643,выжил,,,9.81767,41.20,12300,1101,-30.4444,,0.463712,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
2225125838,выжил,,,9.81767,,12165,0,-0.0187103,0.981633,,True,False,коэффициент_автономии;текущая_ликвидность;ча_отрицательные_2года
2225151362,банкрот,2023,ProceedingsStopped,1,43.21,12300,45642,0.118709,,0.25016,False,False,
2225166009,выжил,,,9.81767,52.29,12300,,,,,True,False,ча_отрицательные_2года
2225171094,выжил,,,9.81767,46.71.1,12300,3941,1,,0.0105448,,False,
2225219772,выжил,,,9.81767,,12300,9734,0.827609,,,,False,
2225995775,выжил,,,9.81767,94.20,20202,,,,,,,
2245003531,выжил,,,9.81767,,12300,7127,0.690642,166.885,-1.73905,False,False,
2283004825,выжил,,,9.81767,85.42.1,12300,294,0.981752,54.8,0.350993,False,False,
2289002863,выжил,,,9.81767,,12300,45971,-0.768256,,-0.226973,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
2301097800,выжил,,,9.81767,55.20,12300,1920,-0.547078,0.549695,0.567568,False,False,коэффициент_автономии;падение_выручки;текущая_ликвидность
2302053933,выжил,,,9.81767,,12300,1440,-1.62913,,-0.333333,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
2302054408,выжил,,,9.81767,95.11,12300,10540,0.886499,,-0.520924,False,False,
2303024445,выжил,,,9.81767,47.11,12300,20099,0.365506,,0.281511,False,False,
2304007080,выжил,,,9.81767,47.52.7,12300,,0.959707,,,False,False,
2304069181,выжил,,,9.81767,43.21,12300,1069,0.792123,,0.0994103,False,True,убыток_2года
2304076100,выжил,,,9.81767,41.20,12300,946,0.486486,1.94737,,False,False,
2308001410,выжил,,,9.81767,58.13.1,12165,2647,0.936022,,0.120013,False,False,
2308044540,выжил,,,9.81767,,20716,18,,,0.4,,False,
2308052742,выжил,,,9.81767,43.29,12300,3497,0.385965,1.62857,0.15674,False,False,
2308089693,выжил,,,9.81767,47.78.3,12165,2852,0.32113,,-0.145842,False,False,
2308112977,выжил,,,9.81767,,12300,86872,0.174186,,-0.338036,False,False,
2308147257,выжил,,,9.81767,62.02,12300,28532,0.688107,,-0.129131,False,False,
2308149840,выжил,,,9.81767,47.1,12300,0,1,,1,False,False,падение_выручки
2308162047,выжил,,,9.81767,46.34.2,12300,,,,,False,,
2308201874,выжил,,,9.81767,69.20,12300,533,,,0.33871,,False,
2308202155,выжил,,,9.81767,46.42.11,12300,7822,0.0043617,1.0032,-0.239227,False,False,коэффициент_автономии
2308216045,выжил,,,9.81767,69.10,12300,1010,0.6979,2.06952,-5.47436,False,False,
2308222592,выжил,,,9.81767,71.20,12300,28345,0.232469,1.27745,-0.9067,False,False,
2308222666,выжил,,,9.81767,28.41,12300,50,0.270096,,0.993023,False,False,падение_выручки
2308239099,выжил,,,9.81767,46.74,12300,0,-2.57692,,1,True,False,коэффициент_автономии;падение_выручки;ча_отрицательные_2года
2308277591,выжил,,,9.81767,43.22,12300,11980,0.23316,1.14481,,False,False,
2309134927,выжил,,,9.81767,43.2,12300,,-296.75,0.00335852,,False,True,коэффициент_автономии;текущая_ликвидность;убыток_2года
2309135504,выжил,,,9.81767,,12300,6745,0.818679,,-0.680787,False,True,убыток_2года
2309157226,выжил,,,9.81767,85.42.9,12300,29996,0.773487,,-0.14362,False,False,
2309175835,выжил,,,9.81767,43.21,12300,25417,0.259829,,,,False,
2310052901,выжил,,,9.81767,73.11,12300,123,0.757785,4.05714,-3.39286,False,False,
2310084396,выжил,,,9.81767,,12300,19248,0.844843,6.4043,0.567159,False,False,падение_выручки
2310105688,выжил,,,9.81767,,12300,178103,0.584358,2.04852,-0.314559,False,False,
2310119169,выжил,,,9.81767,43.21,12300,19094,0.587687,2.39408,-0.298558,False,False,
2310119761,выжил,,,9.81767,46.73,12300,,,,,,,
2310143242,выжил,,,9.81767,46.69.5,12300,198,0.0932602,1.10285,-0.466667,False,False,коэффициент_автономии
2310206118,выжил,,,9.81767,86.21,12300,0,,,,False,False,
2310216652,выжил,,,9.81767,43.29,12300,250145,0.586926,,-0.428111,False,False,
2310226890,выжил,,,9.81767,43.12,12300,,,,,,,
2311044068,выжил,,,9.81767,68.20.2,12300,5750,0.0571429,1.06061,-0.495838,False,False,коэффициент_автономии
2311057973,выжил,,,9.81767,71.40.4,12165,,,,,False,,
2311077786,выжил,,,9.81767,68.20.2,12300,2976,0.278196,,0.633543,False,False,падение_выручки
2311109004,выжил,,,9.81767,,12300,125,-0.26808,0.788594,,True,False,коэффициент_автономии;текущая_ликвидность;ча_отрицательные_2года
2311153525,выжил,,,9.81767,25.11,12300,0,1,,,False,False,
2311160219,выжил,,,9.81767,68.20,12300,36856,0.833946,,0.158616,False,False,
2311206551,выжил,,,9.81767,72.20,71400,,,,,,,
2311233604,выжил,,,9.81767,71.12.45,12300,1989,0.984263,57.4242,0.245734,False,False,
